Feature,Train mean,Train std,Lower bound,Upper bound
Age,51.89923182264331,21.63779747783457,-13.014160610860408,116.81262425614702
TSH_Level,5.054393363229754,5.616643793775993,-11.795538018098227,21.904324744557734
T3_Level,2.002175464168376,0.8657257084644425,-0.5950016612249516,4.599352589561704
T4_Level,8.248863838065628,2.2135136972371123,1.6083227463542906,14.889404929776966
Nodule_Size,2.5025448593242157,1.4463557569646945,-1.8365224115698684,6.8416121302183
